年份,季度,企业,品牌,车型,排量,原城市,流向城市,车龄年,数量
2017,第二季度,广汽本田,本田,雅阁,2.0L,大庆市,大庆市,11-12年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,大连市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,衢州市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,常德市,常德市,7-8年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,苏州市,11-12年,8
2017,第二季度,广汽本田,本田,雅阁,2.0L,宿州市,许昌市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,株洲市,甘南藏族自治州,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,凉山彝族自治州,凉山彝族自治州,14-15年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,佳木斯市,营口市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,淮北市,淮北市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,荆门市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,保定市,保定市,3-4年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,福州市,莆田市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,阳江市,阳江市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,揭阳市,汕头市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,昌吉回族自治州,乌鲁木齐市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,平凉市,咸阳市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,肇庆市,肇庆市,14-15年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,中卫市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,肇庆市,肇庆市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,铁岭市,丹东市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,台州市,台州市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,渭南市,乌海市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,厦门市,厦门市,13-14年,14
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,上海市,8-9年,11
2017,第二季度,广汽本田,本田,雅阁,2.4L,漳州市,漳州市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,南阳市,大连市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,厦门市,厦门市,15年以上,11
2017,第二季度,广汽本田,本田,雅阁,2.0L,马鞍山市,马鞍山市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,洛阳市,哈尔滨市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,新乡市,新乡市,8-9年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,北海市,钦州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,深圳市,青岛市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,3.5L,锦州市,锦州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,黑河市,哈尔滨市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,广州市,7-8年,20
2017,第二季度,广汽本田,本田,雅阁,2.4L,临沂市,临沂市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,3.0L,天津市,天津市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,广州市,10-11年,14
2017,第二季度,广汽本田,本田,雅阁,2.4L,重庆市,乌鲁木齐市,8-9年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,汕头市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,成都市,10-11年,24
2017,第二季度,广汽本田,本田,雅阁,2.0L,东莞市,东莞市,8-9年,16
2017,第二季度,广汽本田,本田,雅阁,2.4L,济宁市,大连市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,克拉玛依市,吐鲁番地区,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,广元市,广元市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,北海市,北海市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,梅州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,大同市,大同市,11-12年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,清远市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,青岛市,青岛市,7-8年,12
2017,第二季度,广汽本田,本田,雅阁,2.0L,漯河市,长沙市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,天津市,7-8年,16
2017,第二季度,广汽本田,本田,雅阁,2.0L,湛江市,东莞市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,郴州市,郴州市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,绥化市,绥化市,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,沈阳市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,清远市,清远市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,深圳市,梅州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,台州市,内江市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,锦州市,丹东市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,铜陵市,南阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,怀化市,茂名市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,博尔塔拉蒙古自治州,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,晋中市,晋中市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,商丘市,临沂市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,潮州市,潮州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,阜阳市,淮北市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,阿克苏地区,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,岳阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南京市,南京市,9-10年,15
2017,第二季度,广汽本田,本田,雅阁,2.0L,鄂州市,鄂州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,盐城市,盐城市,7-8年,9
2017,第二季度,广汽本田,本田,雅阁,2.4L,黑河市,黑河市,9-10年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,舟山市,舟山市,12-13年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,湛江市,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,3.5L,扬州市,扬州市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,济宁市,济宁市,7-8年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,中山市,中山市,9-10年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,福州市,1-2年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,茂名市,湛江市,14-15年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,汕头市,泰安市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,松原市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,嘉兴市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,南平市,大庆市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,潮州市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,上海市,6-7年,11
2017,第二季度,广汽本田,本田,雅阁,2.4L,阳江市,阳江市,14-15年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,六盘水市,六盘水市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,忻州市,忻州市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,娄底市,茂名市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,威海市,威海市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,葫芦岛市,葫芦岛市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,濮阳市,濮阳市,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,玉林市,玉林市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌兰察布市,呼和浩特市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,铁岭市,铁岭市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,淮安市,淮安市,6-7年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,烟台市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,梅州市,梅州市,8-9年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,大同市,大同市,3-4年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,珠海市,珠海市,2-3年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,克拉玛依市,克拉玛依市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,三门峡市,三门峡市,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,沈阳市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,石家庄市,阳泉市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,吉林市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,乌鲁木齐市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,武汉市,武汉市,8-9年,14
2017,第二季度,广汽本田,本田,雅阁,2.0L,杭州市,河源市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,三门峡市,三门峡市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌鲁木齐市,乌鲁木齐市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,南通市,大庆市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,安庆市,铜陵市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,襄阳市,襄阳市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,贵港市,崇左市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,临夏回族自治州,吴忠市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,泉州市,泉州市,11-12年,19
2017,第二季度,广汽本田,本田,雅阁,2.4L,威海市,威海市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,太原市,太原市,2-3年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,西安市,西安市,10-11年,8
2017,第二季度,广汽本田,本田,雅阁,2.4L,忻州市,忻州市,11-12年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,茂名市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,南宁市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,临沂市,辽阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,保定市,保定市,4-5年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,贵港市,南宁市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,茂名市,茂名市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,台州市,台州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,亳州市,揭阳市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,泰州市,茂名市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,衡阳市,衡阳市,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,沈阳市,丹东市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,咸宁市,武汉市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,伊春市,葫芦岛市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,茂名市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,赤峰市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,通辽市,通辽市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,西安市,鄂尔多斯市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,莆田市,莆田市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,安庆市,铜陵市,7-8年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,呼和浩特市,呼和浩特市,11-12年,10
2017,第二季度,广汽本田,本田,雅阁,2.4L,湖州市,湖州市,12-13年,8
2017,第二季度,广汽本田,本田,雅阁,2.4L,宿迁市,宿迁市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,和田地区,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,白城市,白城市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,塔城地区,10-11年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,绥化市,大庆市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,钦州市,钦州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,西双版纳傣族自治州,桂林市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,哈密地区,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,徐州市,阳江市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,白山市,白山市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,营口市,大连市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,桂林市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,朝阳市,朝阳市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,赤峰市,赤峰市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,石河子市,伊犁哈萨克自治州,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,福州市,福州市,12-13年,24
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,绍兴市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,扬州市,鄂尔多斯市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,鄂尔多斯市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,福州市,潮州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,北京市,和田地区,15年以上,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,滨州市,潍坊市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,濮阳市,银川市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,福州市,茂名市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南昌市,南昌市,7-8年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,盐城市,盐城市,4-5年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,赤峰市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,四平市,延边朝鲜族自治州,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,牡丹江市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,丹东市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,锡林郭勒盟,吴忠市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,淄博市,大庆市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,盐城市,南昌市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,沧州市,沧州市,13-14年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,铁岭市,晋城市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,定西市,兰州市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,太原市,太原市,2-3年,10
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,葫芦岛市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,东莞市,东莞市,8-9年,13
2017,第二季度,广汽本田,本田,雅阁,2.4L,吉安市,长沙市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,台州市,茂名市,14-15年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,河源市,河源市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,开封市,开封市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,大庆市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,临沧市,临沧市,10-11年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,芜湖市,合肥市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,苏州市,丹东市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,广州市,12-13年,13
2017,第二季度,广汽本田,本田,雅阁,2.0L,哈密地区,哈密地区,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,温州市,潮州市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,盐城市,日照市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,张家口市,张家口市,9-10年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,呼和浩特市,呼和浩特市,1-2年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宣城市,宣城市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,呼和浩特市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,宁波市,8-9年,17
2017,第二季度,广汽本田,本田,雅阁,3.5L,上海市,喀什地区,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,济南市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长沙市,邵阳市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,海西蒙古族藏族自治州,海西蒙古族藏族自治州,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南通市,哈尔滨市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南京市,南京市,4-5年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,信阳市,信阳市,11-12年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,江门市,江门市,15年以上,11
2017,第二季度,广汽本田,本田,雅阁,2.0L,博尔塔拉蒙古自治州,博尔塔拉蒙古自治州,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,吉林市,吉林市,10-11年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,三亚市,琼北,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,邵阳市,邵阳市,8-9年,7
2017,第二季度,广汽本田,本田,雅阁,2.4L,巴彦淖尔市,巴彦淖尔市,12-13年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,洛阳市,太原市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,江门市,江门市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,珠海市,珠海市,11-12年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,克孜勒苏柯尔克孜自治州,喀什地区,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,3.0L,太原市,和田地区,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,景德镇市,景德镇市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,3.0L,南昌市,南昌市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,盘锦市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,青岛市,潍坊市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,珠海市,清远市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,贵阳市,贵阳市,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,茂名市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌鲁木齐市,阿勒泰地区,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,吕梁市,焦作市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,乌兰察布市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,银川市,银川市,9-10年,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,呼和浩特市,呼和浩特市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,鞍山市,鞍山市,4-5年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,湘潭市,湘潭市,12-13年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,武汉市,宜昌市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,德宏傣族景颇族自治州,德宏傣族景颇族自治州,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,绵阳市,绵阳市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,肇庆市,肇庆市,10-11年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,镇江市,镇江市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,太原市,和田地区,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,淮安市,揭阳市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,武汉市,1-2年,12
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,铁岭市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,萍乡市,萍乡市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,徐州市,铜川市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,温州市,温州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,东营市,东营市,15年以上,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,垦区,牡丹江市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,阳泉市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,梅州市,梅州市,11-12年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,湘潭市,湘潭市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,黄石市,武汉市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,荆门市,荆门市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌兰察布市,大同市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,潍坊市,潍坊市,8-9年,16
2017,第二季度,广汽本田,本田,雅阁,2.4L,盘锦市,盘锦市,10-11年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,呼和浩特市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,营口市,营口市,8-9年,7
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,大同市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,常德市,宜昌市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,湛江市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,咸宁市,咸宁市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,抚顺市,抚顺市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,郑州市,包头市,7-8年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,绥化市,绥化市,9-10年,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,湖州市,湖州市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,沧州市,沧州市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,大庆市,大庆市,4-5年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,漳州市,漳州市,8-9年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,漳州市,哈尔滨市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,厦门市,泉州市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,临沂市,临沂市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,厦门市,厦门市,14-15年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,合肥市,沈阳市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,葫芦岛市,葫芦岛市,9-10年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,河源市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,3.0L,北京市,铁岭市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,株洲市,株洲市,14-15年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,大庆市,3-4年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,绵阳市,阿勒泰地区,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,苏州市,大连市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,银川市,重庆市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,保定市,保定市,11-12年,10
2017,第二季度,广汽本田,本田,雅阁,3.0L,兴安盟,兴安盟,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,3.5L,包头市,包头市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,眉山市,银川市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长治市,石家庄市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,宿州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,嘉兴市,嘉兴市,14-15年,9
2017,第二季度,广汽本田,本田,雅阁,2.0L,呼和浩特市,呼和浩特市,8-9年,17
2017,第二季度,广汽本田,本田,雅阁,2.0L,佛山市,茂名市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,四平市,四平市,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,潜江市,潜江市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,福州市,泉州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,潍坊市,8-9年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,大连市,大连市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,临沂市,长春市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,衡阳市,衡阳市,8-9年,10
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,梅州市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,常德市,常德市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,九江市,茂名市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,威海市,临沂市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,大庆市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,内江市,内江市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,凉山彝族自治州,眉山市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,济南市,潍坊市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南宁市,乌鲁木齐市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,南昌市,梅州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,昆明市,曲靖市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,孝感市,孝感市,10-11年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,梅州市,梅州市,13-14年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,海东地区,海东地区,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宝鸡市,张掖市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,蚌埠市,蚌埠市,9-10年,6
